Product_ID,Product_Name,Category,Current_Stock,Units_Sold_Last_7_Days,Average_Daily_Sales,Demand_Forecast,Restock
P902,Palazzo,Women's Wear,180,11,1.73,14.46,NO
P903,Leggings,Women's Wear,92,21,3.02,28.88,NO
P904,Casual Shirt,Shirt,104,9,1.41,11.07,NO
P905,Chudidar,Traditional Wear,99,25,3.88,43.85,NO
P906,Kurti,Kurti,89,87,12.31,81.23,NO
P907,Leggings,Women's Wear,158,20,2.68,26.23,NO
P908,Chudidar,Traditional Wear,43,33,4.4,41.76,NO
P909,Leggings,Women's Wear,187,144,19.5,150.77,NO
P910,Jeans,Jeans,75,88,13.1,144.15,YES
P911,Chudidar,Traditional Wear,144,20,2.73,28.14,NO
P912,Casual Shirt,Shirt,78,31,4.29,43.99,NO
P913,Leggings,Women's Wear,72,113,15.98,181.79,YES
P914,T-Shirt,T-Shirt,166,122,18.87,197.67,YES
P915,Casual Shirt,Shirt,169,78,10.45,76.36,NO
P916,Chudidar,Traditional Wear,175,16,2.06,20.29,NO
P917,Casual Shirt,Shirt,139,27,3.52,25.99,NO
P918,Leggings,Women's Wear,95,122,18.84,138.91,YES
P919,Silk Saree,Saree,88,47,6.91,42.7,NO
P920,Leggings,Women's Wear,102,96,13.09,137.93,YES
P921,Leggings,Women's Wear,145,112,14.97,155.85,YES
P922,Jeans,Jeans,5,65,8.9,66.15,YES
P923,Formal Shirt,Shirt,121,58,7.65,80.2,YES
P924,T-Shirt,T-Shirt,170,20,3.11,36.19,NO
P925,Palazzo,Women's Wear,115,9,1.36,8.38,NO
P926,Kurti,Kurti,162,54,7.66,55.54,NO
P927,Women's Top,Women's Wear,181,22,3.37,34.01,NO
P928,Cotton Shirt,Shirt,61,144,19.54,149.92,YES
P929,Formal Shirt,Shirt,196,150,22.36,221.78,YES
P930,Cotton Shirt,Shirt,143,63,9.64,61.19,YES
P931,Jeans,Jeans,135,22,3.05,25.36,NO
P932,T-Shirt,T-Shirt,88,31,4.66,50.97,NO
P933,Kids Dress,Kids Wear,95,10,1.37,13.18,NO
P934,Leggings,Women's Wear,125,66,9.05,99.21,NO
P935,Kids Dress,Kids Wear,89,69,9.08,105.65,YES
P936,Kids Dress,Kids Wear,85,137,19.34,210.55,YES
P937,Men's Dhoti,Men's Wear,158,35,5.23,53.04,NO
P938,Cotton Saree,Saree,137,84,13.06,80.27,NO
P939,Kids Dress,Kids Wear,183,105,15.31,141.56,NO
P940,Kurti,Kurti,120,18,2.76,15.39,NO
P941,Silk Saree,Saree,75,130,19.77,218.57,YES
P942,Cotton Saree,Saree,91,64,8.55,66.54,NO
P943,Jeans,Jeans,69,14,1.99,18.69,NO
P944,Women's Top,Women's Wear,147,62,8.18,64.83,NO
P945,Formal Shirt,Shirt,132,17,2.52,29.23,NO
P946,Silk Saree,Saree,22,86,13.39,153.41,YES
P947,Casual Shirt,Shirt,136,58,7.68,65.48,NO
P948,Chudidar,Traditional Wear,57,48,7.18,81.65,YES
P949,Men's Dhoti,Men's Wear,186,63,9.24,72.03,NO
P950,Silk Saree,Saree,181,59,8.57,78.94,NO
P951,Palazzo,Women's Wear,45,27,3.77,40.84,NO
P952,Kids Dress,Kids Wear,21,55,7.63,59.71,YES
P953,Jeans,Jeans,191,53,6.88,81.69,NO
P954,Salwar,Traditional Wear,7,11,1.48,9.21,YES
P955,Chudidar,Traditional Wear,122,74,9.55,59.09,NO
P956,Cotton Shirt,Shirt,19,9,1.31,15.98,NO
P957,Kurti,Kurti,178,63,8.29,52.11,NO
P958,Cotton Shirt,Shirt,77,52,7.98,97.18,YES
P959,Silk Saree,Saree,38,57,8.18,96.08,YES
P960,Women's Top,Women's Wear,36,62,9.21,64.34,YES
P961,Cotton Shirt,Shirt,177,76,10.66,101.27,NO
P962,Palazzo,Women's Wear,161,109,15.76,114.05,NO
P963,Jeans,Jeans,74,150,23.33,203.22,YES
P964,Casual Shirt,Shirt,117,71,9.3,57.63,NO
P965,Women's Top,Women's Wear,103,15,2.04,13.2,NO
P966,Formal Shirt,Shirt,160,24,3.62,30.14,NO
P967,Kurti,Kurti,30,60,7.88,70.31,YES
P968,Palazzo,Women's Wear,122,21,2.75,32.01,NO
P969,Palazzo,Women's Wear,53,12,1.67,16.46,NO
P970,Cotton Shirt,Shirt,171,66,8.66,92.98,NO
P971,Kids Dress,Kids Wear,33,41,5.96,53.93,YES
P972,Cotton Shirt,Shirt,198,61,8.24,92.29,NO
P973,Silk Saree,Saree,121,54,8.32,68.01,NO
P974,Formal Shirt,Shirt,112,96,14.49,149.88,YES
P975,Cotton Saree,Saree,61,117,17.38,210.56,YES
P976,Women's Top,Women's Wear,22,53,7.75,62.55,YES
P977,Cotton Shirt,Shirt,45,72,11.03,112.99,YES
P978,Jeans,Jeans,55,16,2.16,26.3,NO
P979,Salwar,Traditional Wear,134,123,18.88,220.64,YES
P980,Kurti,Kurti,117,54,8.16,83.71,NO
P981,Leggings,Women's Wear,188,46,6.9,54.32,NO
P982,Cotton Shirt,Shirt,130,10,1.45,11.7,NO
P983,Jeans,Jeans,165,65,8.81,52.42,NO
P984,Women's Top,Women's Wear,161,21,2.95,32.82,NO
P985,Jeans,Jeans,112,26,3.93,23.26,NO
P986,Kurti,Kurti,43,37,4.79,53.64,YES
P987,Cotton Saree,Saree,127,64,9.66,63.07,NO
P988,Jeans,Jeans,107,53,7.18,50.09,NO
P989,Salwar,Traditional Wear,157,103,13.67,122.05,NO
P990,Jeans,Jeans,16,62,8.18,86.76,YES
P991,Jeans,Jeans,58,62,8.02,55.58,NO
P992,Jeans,Jeans,137,19,2.73,25.44,NO
P993,Casual Shirt,Shirt,98,36,4.85,42.16,NO
P994,Casual Shirt,Shirt,83,42,6.59,46.24,YES
P995,Cotton Saree,Saree,145,138,20.01,131.7,NO
P996,Cotton Shirt,Shirt,44,100,13.25,147.23,YES
P997,Jeans,Jeans,107,61,9.04,83.04,NO
P998,Men's Dhoti,Men's Wear,186,23,3.55,22.35,NO
P999,Formal Shirt,Shirt,61,115,17.23,190.83,YES
P1000,Men's Dhoti,Men's Wear,58,65,8.5,102.07,YES
